product name,price,url
"        Mouse Gamer Sem Fio Logitech G PRO X SUPERLIGHT com Tecnologia LIGHTSPEED, 5 Botões Programáveis, Sensor HERO 25K e Bateria Recarregável - Compatível com POWERPLAY - Branco       ",685.5,https://www.amazon.com.br/Logitech-PRO-SUPERLIGHT-Program%C3%A1veis-Recarreg%C3%A1vel/dp/B08TLZ8Z4F/
"        Mouse Gamer Sem Fio Logitech G PRO X SUPERLIGHT com Tecnologia LIGHTSPEED, Ultraleve 63g, 5 Botões Programáveis, Sensor HERO 25K e Bateria Recarregável - Compatível com POWERPLAY - Preto       ",569.99,https://www.amazon.com.br/Logitech-PRO-SUPERLIGHT-Program%C3%A1veis-Recarreg%C3%A1vel/dp/B08TMCHQJM/
        Controle Sem Fio Xbox Series - Preto       ,360.0,https://www.amazon.com.br/dp/B088GJR4B9/
        Apple iPhone 13 (128 GB) - Meia-noite       ,4099.0,https://www.amazon.com.br/Apple-iPhone-13-128-GB-Meia-noite/dp/B09T55NFSR/
        Placa de Video RTX 3060 8GB 1-CLICK OC GDDR6 128BITS GALAX 36NSL8MD6OCC       ,1829.0,https://www.amazon.com.br/RTX3060-1-CLICK-GDDR6-128BITS-36NSL8MD6OCC/dp/B0BMNWLG2F/
        PROCESSADOR AMD RYZEN 5 7600 4.0GHz (TURBO 5.2GHz) 38MB CACHE AM5 100-100001015BOX       ,1599.0,https://www.amazon.com.br/PROCESSADOR-AMD-7600-4-0GHz-100-100001015BOX/dp/B0BMQJWBDM/
        Microfone JBL Wireless 2 Microfones Preto - JBLWIRELESSMICBR2       ,659.0,https://www.amazon.com.br/gp/product/B0B4KQV7KC/
